text_cleaned,label,correct,Demografi,Ekonomi,Geografi,Ideologi,Pertahanan dan Keamanan,Politik,Sosial Budaya,Sumber Daya Alam
penyampaian program ekonomi amin acara dialog kamar dagang industri indonesia kadin capres anies rasyid baswedan berasa kuliah online dengar pemaparan anies daging,Politik,6,5,42,0,0,0,6,0,3
03 udahpasti ganjar pranowo prof mahfud md pemimpin dihormati harapan,Politik,27,0,10,0,18,1,27,0,0
ratusan relawan projo sambut kedatangan gibran purworejo,Politik,33,2,1,6,1,7,33,3,3
gam pasukan kompak prabowo meraih kemenangan kemajuan darijabar untukindonesia,Politik,39,1,0,3,3,6,39,2,2
parah nih politisasi agama pendukung wan angin gak dibenarkan anies deserve better ter0risbaasyir dukungamin,Politik,30,0,2,2,0,1,30,20,1
januari serangan kubu dkk sengit doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi counter serangan biarkan 02 berkuasa prabowo,Pertahanan dan Keamanan,53,0,0,2,0,53,0,1,0
minggu spesial menemani mas debat keempat calon wakil presiden salut mas gibran memiliki gagasan melanjutkan programprogram manfaat generasi muda indonesia hilirisasi sumber daya alam ekonomi hijau oke gas,Sumber Daya Alam,46,2,0,0,0,2,6,0,46
program pasangan capres cawapres ganjar pranowo mahfud md tawarkan solusi pintar ekonomi desa,Ekonomi,44,0,44,2,1,0,5,2,2
prabowo mengutamakan penguatan ekonomi pengelolaan sumber daya hilirisasi kekayaan sejahteraan rakyat segani dunia beliau memuji kekuatan indonesia dimata dunia kepemimpinan jokowi,Ekonomi,13,3,13,0,2,2,27,6,3
prabowo gibran peduli kesehatan masyarakat,Politik,45,1,0,0,1,2,45,7,0
jogetjoget menyenangkan pemuda membutuhkan programprogram solusi konkretseperti program ganjar pranowo,Politik,37,3,16,0,0,0,37,0,0
warga tionghoa ngaku kehilangan sosok anies jakarta merasakan payung perlindungan,Sosial Budaya,43,0,0,4,0,1,8,43,0
petani buruh nelayan guru pedagang pengusaha apapun profesinya mengharapkan ketenangan bernegara biaya hidup murah ojo lali pilih nomor siji 1 anies muhaimin,Politik,36,2,1,2,0,2,36,10,3
puaspuasin kritik masamasa pemilu prabowo presiden bentuk kritik bebas dimaknai penghinaan negara bilang mustahil epitomenya mencolok harihari,Politik,39,2,1,2,3,5,39,1,3
didukung santri muda tkn jamin dana abadi pesantren terwujud tangan prabowogibran,Ideologi,5,9,0,6,5,2,27,3,4
anies baswedan mendadak mesra pdip hormati megawati,Politik,33,1,1,5,2,2,33,11,1
prabowo gibran mengundurkan jabatannya kampanye sabtu minggu seninjumat jokowi kampanye,Ekonomi,1,0,1,0,1,1,46,7,0
kampanye anies baswedan sorong papua optimis amin no 1 menang,Politik,48,3,0,0,1,0,48,2,2
bunga mekar hujan deras prabowo dukungan positif melimpah kitaselaluada untukpragibs,Politik,36,2,1,3,3,10,36,1,0
abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,Sosial Budaya,56,0,0,0,0,0,0,56,0
jogyakarta bergerak menangkan ganjarmahfud pilpres 2024,Politik,45,5,0,0,3,0,45,2,1
mahfud md ganjar pranowo keceriaan kunci mendekatkan rakyat ganjar mahfud hebat buruh kelas,Ekonomi,12,0,12,0,0,0,42,1,1
rekam jejak anies ganjar gubernur kalo rekam jejak menhan aktif jabatannya baiknya disenggol rahasia negara gitu kali ye dimarahin ye gue warga,Politik,36,2,0,1,6,6,36,5,0
abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,Sosial Budaya,56,0,0,0,0,0,0,56,0
calon presiden ri no urut 3 ganjar pranowo mengizinkan pelanggaran konstitusi aturan dasar negara merusak fondasi negara,Ideologi,56,0,0,0,56,0,0,0,0
tim kampanye nasional pemilih muda bidang pertahanan keamanan tkn fanta hankam prabowogibran ponpes atthoillah ponpes namirul abyadi ponpes macan putih menggelar deklarasi akbar 20000 santri puluhan ribu santri 15 ponpes sejawa timur mendukung prabowo subianto gibran rakabuming raka presiden wakil presiden ri deklarasi digelar lapangan rejo mulyo kota madiun wakil komandan tkn fanta ulta levenia nababan mengharapkan tambahan dukungan kemenangan mutlak prabowogibran jatim deklarasi akbar santri kalangan muda mendukung prabowogibran gelombang dukungan multietnis kalangan muda elektabilitas prabowogibran terkejar ulta rilis rabu 2412024 pbowogbran bikinadem memastikanditps 02menang samsul rabu savage tom lembong,Demografi,2,2,0,6,4,7,34,1,2
pagii fb bicara kerja pasangan duo bangsa ganjar pranowo prof mahfud capres program,Politik,38,0,15,1,1,0,38,0,1
deklarasi penuh semangat gam ciamis menyuarakan dukungan prabowo darijabar untukindonesia,Politik,46,1,0,0,2,2,46,5,0
calon presiden ri no urut 3 ganjar pranowo pelanggaran konstitusi aturan dasar negara dihentikan dihukum,Ideologi,55,0,0,0,55,1,0,0,0
minggu 28 jan 24 adh detik2 kedatang anies kampanye akbar purwakarta tdk kalah dg massa bandung purwakarta lautan manusia alhamdulilah dukungan bgtu utk paslon 01 insya allah taqdir berpihak utk kemenangan amin,Politik,35,4,0,5,6,3,35,3,0
respect prabowo berhasil meraih dukungan nelayan visi misinya sih,Politik,32,2,11,0,1,1,32,8,1
mahfud md ganjar memimpin rasakan keajaiban persatuan zaman kemerdekaan kuat,Politik,38,4,14,0,0,0,38,0,0
prabowo diapit suara rakyat jabar penuh semangat menciptakan lingkungan positif sekelilingnya berbuatbaik untukmasyarakat,Politik,39,6,8,0,0,0,39,2,1
kebijakan ganjar pranowo mahfud md keberlanjutan pelestarian lingkungan prioritas utama,Sumber Daya Alam,0,0,17,1,2,0,35,1,0
kampanye anies cilacap jawa membludak rabu 24 januari 2024,Politik,38,6,0,4,0,2,38,6,0
konser indonesia maju prabowogibran agam meriah andre rosiade belasan ribu orang tumpah harian haluan harian haluan network,Politik,32,4,0,1,5,7,32,4,3
sosok pemimpin dibutuhkan indonesia pemimpin jujur merakyat integritas setia mendukung ganjar,Politik,38,2,7,0,6,2,38,1,0
jogja semarang mengikuti kirab kebangsaan terima kasih warga semarang sambutan kesempatan partai demokrat all out amp gas pol menangkan prabowogibran,Politik,31,4,0,7,0,6,31,5,3
pengamat militer pertahanan connie rahakundini bakrie menyoroti aksi presiden joko widodo presiden berpihak pemilu pernyataan jokowi menghadiri penyerahan pesawat c130j30 super hercules menteri pertahanan prabowo subianto kepala staf angkatan udara kasau marsekal fadjar prasetyo connie menilai barisan perwira berdiri samping jokowi dijual jokowi pesan masyarakat,Pertahanan dan Keamanan,41,0,0,8,0,41,6,0,1
bener mah prabowo nyindir jkw parah bayangkan dibantu jd wali kota gubernur presiden eh ujung2nya hianati pdip hewan makan nurut manusia,Politik,33,3,3,3,1,2,33,6,5
blunder melulu ni mbah prabowo,Sumber Daya Alam,5,6,2,5,1,0,37,0,5
abah anies cak imin bapak2 ga menang semoga bapak2 lakukan amal jariah udah bikin hepi kampanye menyenangkan penuh ilmu semenjak dukung bapak2 aware bgt isu2 hatur nuhun,Politik,38,1,0,7,0,1,38,8,1
ganjar medeklair baju hitam putih resmi politik identitas,Politik,32,2,8,4,1,2,32,5,2
golkar pan pkb nyatakan usung prabowo bacapres 2024,Politik,45,0,0,1,3,3,45,3,1
dianggap cerdas anies populer medsos debat capres,Politik,46,2,0,0,4,2,46,1,1
membludak alhamdulillah generasi muda merindukan gagasan cerdas kawatir dg bujukan 02 mempan krn arahan anies,Demografi,15,15,0,3,0,1,29,6,2
presiden indonesia mengajar salah jejak anies baswedan bidang pendidikan terjun pejabat publik politisi 2022 indonesia mengajar sdh mengirim 1157 pengajar muda 38 kabupaten 25 provinsi indonesia,Politik,32,10,1,3,0,0,32,8,2
cerita michael sianipar mantan ketua psi dki persiapan formula e kritik keras anies baswedan,Politik,34,1,0,7,3,2,34,9,0
geger dukungan golkar terpecah prabowo sulit menang putaran kader simpatisan golkar mendukung anies,Politik,43,2,0,0,0,0,43,11,0
pengamat militer pertahanan connie rahakundini bakrie menyoroti aksi presiden joko widodo presiden berpihak pemilu pernyataan jokowi menghadiri penyerahan pesawat c130j30 super hercules menteri pertahanan prabowo subianto kepala staf angkatan udara kasau marsekal fadjar prasetyo connie menilai barisan perwira berdiri samping jokowi dijual jokowi pesan masyarakat,Pertahanan dan Keamanan,48,0,1,2,0,48,1,0,4
anies skor sistem pertahanan indonesia 11100 buruknya perencanaan pengadaan alutsista negara utk ganjar terobosan dg sistem buttom up fasilitas terbaik nan berkualitas keselamatan tni ad al au,Pertahanan dan Keamanan,28,4,0,1,6,28,13,3,1
keren banget program capres ganjar pranowo cawapres mahfud md mengalokasikan 35 kredit perbankan membantu koperasi umkm tumbuh bersinar perubahan nyata,Ekonomi,38,1,38,0,0,0,17,0,0
dukungan masyarakat jawa bentuk apresiasi komitmen ganjarmahfud membangun fondasi k3amanan kokoh,Politik,32,3,3,0,1,12,32,4,1
epik sembari menunggu kereta melintas eh warga kader pks mengajak ganjar berswafoto bukti calon pemimpin merakyat mempermasalahkan partai dukung diperlakukan,Politik,37,6,0,1,2,4,37,3,3
coba panwas seberani gibran melanggar aturan car free day bagikan susu gratis program kampanye prabowo gibran bareng pan beraninya mas ganjar dicaricari kesalahannya,Politik,37,0,3,0,7,4,37,4,1
pujian pendeta jason bolompapueng anies baswedan jakarta kepemimpinan anies,Politik,40,4,1,2,1,0,40,8,0
manfaatkan bonus demografi alam ganjar dorong anak muda berprestasi level internasional,Sumber Daya Alam,36,9,1,1,0,3,5,1,36
ganjar menghadiri tantangan kpk komitmennya d pemberantasan korupsi indonesia ganjarmahfu d2024 majalengka majalengka ganjar mahfud hebat kitamasbowo dangbran,Politik,36,0,16,0,2,2,36,0,0
anies nyungsep sore aurel cewe zenius udah sampe depok ahok dishub bekasi deres sekjen pbb kuli jepang kuala lumpur,Ekonomi,0,0,0,14,7,0,28,6,1
indonesia butuh sosok ganjar presiden ganjar mahfud hebat,Politik,38,0,17,0,1,0,38,0,0
jelang debat isu pertahanan tkn banggakan prabowo bangun heta news,Politik,25,3,0,3,0,16,25,7,2
anies acaranya mengajak penonton berlatih berpikir kritis ngajarin memahami data meanwhile prabowo acaranya bikin penontonnya goblokgoblokin orang tau berusaha mencerdaskan bangsa mendorong kemunduran bangsa,Ideologi,44,1,0,0,44,2,4,5,0
prabowo kasar jokowi petugas partai tersinggung perumpamaan dukungan anies dg makan hewan anies dijadikan boneka prabowo tp tulus,Politik,43,4,0,1,1,1,43,4,2
isu menarik pas desak anies reaktivasi jalur kereta api sumbar jalan bukittinggi sempit dah full kendaraan mobil pas mudik raya macetnya gilagilaan butuh alternatif transportasi jalur kereta api bikin wisata sumbar nyaman,Sumber Daya Alam,37,0,1,7,0,2,5,4,37
gak capres berambisi arah ganjar pranowo udah bawa visi misi,Ideologi,8,0,7,0,8,0,38,0,3
jnk raih citacita mendukung ganjar pranowo mahfud md,Politik,41,0,11,0,2,0,41,1,1
aniesfpi sebarisan anies keluarga nu sebarisan anies pemuda muhammadiyah anies warga keturunan tionghoa sebarisan capres 01 anies baswedan merangkul golongan rakyat indonesia membedakan indonesia rumah,Politik,47,2,0,0,0,0,47,5,2
lansia seharihari berjualan makanan terminal jombor libur dagang menunggu kedatangan prabowo kepatihan prabowo subianto,Politik,39,7,0,1,1,3,39,3,2
anies lgsg msk substansi permasalah pertahanan kemanan didunia internasional lgsg pd langkah strategis hrs dilalukan amp detail contohnya wawasan anies emang guys bowo kena ulti berkali kali anies op,Pertahanan dan Keamanan,30,0,0,11,2,30,6,5,2
prabowo kesulitan meraih kemenangan jokowi dicurigai memiliki ijazah palsu gibran penuh,Politik,45,4,1,2,1,1,45,2,0
anies baswedan mendarat bandara minangkabau kampanye akbar padang palembang ramaikan ya guys,Politik,36,0,2,3,0,1,36,14,0
bukti kegagalan jokowi atasi harga beras warga ambon membeli beras harga 18000 17000 keadilan sosialnya silahkan jokowi kampanyekan anaknya pemilu kali percaya ganjar mahfud mengatasi kegagalan bpk,Politik,38,4,2,3,5,0,38,4,0
devisa negara diharapkan meningkat anies merangkul investor via tvone,Ekonomi,1,1,1,2,7,7,34,4,0
kemarin viral pemuda papua memeluk anies pemuda papua menangis terharu bahagia memeluk anies bayangkan pemuda papua motor menempuh perjalanan 4 jam bertemu anies anies kemarin berkunjung papua,Sosial Budaya,17,2,0,9,0,1,25,17,2
nggak nyangka rame bener twit kemarin deklarasi sampe circle screencapture diforward2 d siapasiapa orang aja dukung jokowi 2014 diundang istana pelantikan mas gibran menikah diundang bersalaman beliau pelaminan 2017 mendukung ahok berpisah jalan politik mas anies kenal memotret indonesia mengajar berat d 2019 jokowi maju sepenuh hati bantu rajin konten kampanye beliau dibayar sen masuk grup wa koordinasi resmi apapun bersorak beliau menang bersyukur jokowi lakukan memerintah baiknya gebrakan2 harihari menjalankan negara kemarin pandemi indonesia melaluinya ekonomi indonesia konsisten tetanggatetangga dunia lupa menghilangkan dunia multiverse indonesia 20142024 indonesia terbaik suka berandaiandai percayanya indonesia 20142024 indonesia terbaik bakti beliau sesuai konstitusi beliau menitipkan mandat pengemban rakyat memilih penerus beliau suka kutipan nelson mandela may your choices reflect your hopes not your fears semoga keputusankeputusanmu harapanmu ketakutanmu capek menolak memilih calon pemimpin bangsa awas lu awas lu kalo ngeri lu awas awas awas suka hidup nggak orang percaya berharap dikatakatain jaman elu bego goblog tolol puji tuhan alhamdulillah hidup orang berharap membawa puncakpuncak gunung seru kecewa senangnya 20 kali oke orang bertubi2 kemarin wad sederhana pilihan capres berharap beliau mengecewakan janjinya nggak beliau deliver partai oposisi menghantam beliau kekurangankekurangan beliau i know all that im not a child and the man definetely not a god nor a saviour orang dewasa dah umur dekade sebentar mengerti sistem politik cacatnya partai kepentingan namanya kekuasaan memabukkan namanya ego mengendalikan keputusan manusia sempurna rakus hehehe memilih berharap elu bego goblog tolol berharap politisi being optimistic is not naive its leadership memilih optimis percaya pemimpin memilih optimis hidup dipercayai teman menghubungi kemarin ga bahaya ta sungguhan khawatir tekanan opresi bisnis sampe dipersekusi pilihan tanda memilih kelompok merekamereka melakukannya beneran dipersekusi bersuara keras hehe kaga bener ah barisan temanteman tolong dikoreksi ya indahnya pesta demokrasi berteman karib berbeda pilihan teman berbeda pilihan ga berbeda pertemanan bahas pilihan capres ayok santai kepala dingin layaknya orang dewasa pemilu selesai lupakan coprascapres tetangga beda pilihan tetangga beda capres saudara sebangsa semoga inget percaya pr indonesia vs the world not indonesia vs each other 10 dunia bergejolak presidennya rakyatnya bersatu rakyat prabowo ganjar gaskeun dukung terbaik memilih 14 feb memilih berharap takut have a great day everyone berantemberantem ya indonesia rumah,Ideologi,9,0,1,4,9,10,26,6,0
aceh istimewa rekaman aceh berkumpul tanggal 27 januari 2024 dibayar tidaaaakkkk anies kampanye akbar 27 januari 2024,Politik,40,1,1,4,0,1,40,9,0
anies baswedan tugas menaikkan gaji tni ngekos sewa menurutnya tni layak tinggal berdinas,Politik,32,3,0,7,0,7,32,7,0
kalo abis nonton video ga percaya prabowo bodoh ya elu emang goblok debat ama masyarakat kalangan aja kayaknya keok tuh opa ulik,Politik,39,6,0,1,2,0,39,6,2
kontribusi pasangan capres cawapres ganjar pranowo mahfud md petani kuota pupuk ditingkatkan hasil pertanian,Ekonomi,56,0,56,0,0,0,0,0,0
capres ganjar pranowo mengajak bersatu menjaga konstitusi aturan dasar negara,Ideologi,54,0,0,0,54,0,2,0,0
coba tonton ust abdul somad x anies baswedan kak cerita kejadian relawan ikhlas temukan dunia nyata amp dimanamana durian runtuh kpop menurutku salah relawan seneng amin suka nasihat anies,Sosial Budaya,19,1,1,5,0,1,29,19,0
ganjar pranowo mahfud md mengaku menyusun visimisidan program membawa indonesia maju,Ideologi,2,0,11,1,2,0,41,1,0
ganjar mahfud berkomitmen mensejahterakan petani nelayan,Ekonomi,22,5,22,0,1,0,25,1,2
hotman paris dukung prabowo gibran debat capres kpu,Politik,54,0,0,1,0,0,54,1,0
investor prepare yourself pasangan capres cawapres ganjar pranowo prof mahfud md md merancang regulasi hukum mendukung pertumbuhan investasi indonesia,Ekonomi,54,0,54,0,0,0,2,0,0
hadeh si anies emang poros panislamisme,Ideologi,2,1,0,1,2,0,39,13,0
prabowo subianto angkat bicara orang jelekkan food estate antek asing,Politik,33,1,0,0,0,3,33,9,10
akun sosmed kemhan ri unggah tagar prabowogibran anies disanksi dibolehkan,Politik,40,0,1,0,2,4,40,2,7
pasangan capres cawapres ganjar pranowo prof mahfud md tandem kemudahan regulasi hukum terukur,Ideologi,6,0,28,2,6,1,13,5,1
investorfriendly approach pasangan capres cawapres ganjar pranowo prof mahfud md md bersatu menciptakan regulasi hukum mendukung pertumbuhan investasi,Ekonomi,52,0,52,0,0,0,4,0,0
jokowi ingatlah malu membabi buta kajitow elkayeni penampilan prabowo debat berantakan menhan paham pertahanan prabowo pekerjaan diserahkan orang kementeriannya otopilot prabowo rapat istana kunjungan seremonial biar mukanya nongol kamera gagasan prabowo ngeblank dikritik pertahanan bingung memposisikan korban ad hominem meragukan data tim prabowo berusaha menyebarkan narasi bodoh urusan pertahanan rahasia undangundangnya rahasia rahasia memalukan presiden sampaisampai turun tangan memadamkan kebakaran berkomentar debat jokowi soksokan memerintahkan kpu sejarah indonesia kali presiden campur teknis urusan internal kpu calon presiden kecuali jokowi nyapres maunya konstitusi melarang dpr menolak amandemen undang undang dasar apaapa presiden kampanye bagibagi bansos baliho prabowogibran kadangkadang bagibagi beras amplop video banten presiden melemparlemparkan kaos massa timses relawan berkerumun seolaholah kehadiran jokowi disambut tumpahruah disetting kehadiran jokowi dianggap pamornya redup sebentar masanya orangorang mengungkit dosadosanya massa beras kaos jokowi menganggap kaum dhuafa kelompok miskin dieksploitasi kemiskinannya kaos dilemparlempar politisi kacrut berbuat berbagi merendahkan ekspos pemberi bantuan bertingkah raja derajatnya jelata berbeda politisi tengik butuh efek penuhsesak seolaholah disambut meriah kehadiran kim jong un korea utara berpikir kondisi ibuibu menggendong bayinya jatuh bayinya terinjakinjak memanusiakan dasar rezim feodal samping jokowi mendag zulhas clingakclinguk tim kementerian tololnya tim istana nyawa rakyat terinjak bayinya mati ya salah miskin orang miskin diperlakukan hina penguasa diam kepala jokowi panik kondisi prabowo menguntungkan putaran prabowo kalah lawannya instrumen kekuasaan dikerahkan polisi satpol pp kepala desa babinsa elektabilitas puncaknya 40 terancam turun penampilan prabowo buruk bumn bergerak bohir disetir bansos blt mengalir air bah politisi anehaneh diancam hukum ngosngosan ya 40 rugi bandar orang panik,Ideologi,4,0,0,6,4,2,41,0,3
program duet capres cawapres ganjar pranowo mahfud md desa sukses ekonomi,Politik,10,0,45,0,1,0,10,0,0
kalah debat bikin drama mewek kalah debat maki maki lawan pendukung kalah debat laporin lawan aneh nya tagline pakaipolitik riang gembira ganjar laporkan banwaslusoal pernyataan debat capres rabu 100124,Politik,48,2,0,1,0,0,48,1,4
capres cawapres ganjar pranowo mahfud md mengajak masyarakat garda terdepan menjaga konstitusi aturan dasar negara,Ideologi,53,0,1,0,53,1,1,0,0
prabowo santri dihargai diapresiasi kontribusinya bangsa sahabatsantri untukpragibs,Sosial Budaya,2,2,0,5,11,6,29,2,1
ganjar pranowo energi positif membawa indonesia melangkah maju ganjar mahfud hebat,Politik,34,3,13,0,5,0,34,1,0
umat islam mendukung anies baswedan 2024 bayangkan kesultanan islam tertua indonesia kepulauan tidore maluku utara rata2 mendukung anies baswedan kota ternate sekitarnyaamin2024,Geografi,1,4,0,1,0,6,31,14,0
berkalikali prabowo memuji program kerja ide gagasan dilontarkan terkait pertahanan keamanan hubungan internasional geopolitik prabowo sepakat menilai ide gagasan ganjar masuk akal bagus 2024 ganjarmahfud,Pertahanan dan Keamanan,13,4,7,0,0,13,27,4,1
januari serangan kubu dkk sengit doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi counter serangan biarkan 02 berkuasa prabowo,Pertahanan dan Keamanan,53,0,0,2,0,53,0,1,0
survei bloomberg 17 ekonom anies unggul prabowo ganjar,Politik,49,0,1,3,0,2,49,1,0
debat kali subjektif anies 7 bowo 6 ganjar 8,Politik,43,0,7,1,0,3,43,1,1
cerah kebersamaan keumatan solid mendukung ganjar pranowo mahfud md pilpres,Politik,41,0,10,0,5,0,41,0,0
anies baswedan menyapa konten kreator tanjakan sitinjau lauik jalan lintas sumatera rute solokpadang,Ekonomi,0,0,0,11,0,1,38,2,4
izin acara desak anies yogya dicabut anies maju demokrasinya,Politik,30,3,1,2,0,0,30,20,0
bandung gaspol kabarkan keseluruh pelosok negeri aceh papua rakyat perubahan aniesmuhaimin buzzer kelojotan,Politik,37,7,0,8,0,1,37,3,0
paslon 03 ganjar pranowo solusi pintar pertanian indo kuota pupuk diperluas hasil panennya top,Ekonomi,53,0,53,0,0,0,3,0,0
usulan ganjar pranowo mahfud md bpk terpilih presiden wakil presiden bantuan lansia berumur 60 thn keatas perbulan biaya hidup usulan terbuka twips,Sosial Budaya,1,0,8,0,2,1,43,1,1
salam 3 jari lawan pembegal konstitusi gemoy capres abadi ganjarmahfud presiden ri location furong ancient town hunan province china,Politik,36,0,3,0,14,2,36,1,0
pendukung prabowogibran kompak yopora,Sosial Budaya,4,1,0,2,3,1,45,4,0
anies presiden aparat bayangkan sebrutal ormas besok,Politik,40,5,0,0,4,0,40,4,3
semoga prabowo subianto terpilih presiden ri 2024 membawa sejahtera prabowogibran,Politik,50,0,0,0,3,0,50,2,1
anies praktek outsourcing dibatasi amp diawasi perusahaan tdk phk hakhak buruh buruh bersatu,Politik,32,1,2,7,4,1,32,9,0
deklarasinya bertempat gedung griya yudha reksa desa kirig kecamatan mejobo kabupaten kudus ribuan petani mengaku memenangkan prabowogibran putaran,Politik,38,0,8,4,0,3,38,2,1
keberlanjutan p3mbangunan fokus ganjar mahfud menciptakan harapan kemajuan indonesia ganjar sejahtera,Politik,34,4,16,0,0,0,34,1,1
kekayaan alam diolah bumi nusantara membangun pabrikpabrik pengolahan prabowo subianto,Sumber Daya Alam,9,2,2,3,2,0,34,4,9
pasangan capres cawapres ri no 03 ganjar pranowo mahfud md ekonomi tumbuh mencapai kencang 7,Ekonomi,51,0,51,0,0,0,4,1,0
007koteka mohmahfudmd janji tinggal janji dibibirmu ganjar mahfud hebat uang saku posyandu,Sosial Budaya,0,3,9,2,2,1,39,0,0
waspada hoaks ganjar pranowo pastikan bansos ktp sakti hidup cerah,Politik,38,0,8,4,1,2,38,3,0
harapan semangatnya masyarakat papua anies lihatlah betapa rakyat sorong papua menyambut kedatangan anies malam senin 15 januari 2024,Politik,38,3,0,1,1,2,38,11,0
beda prabowo timses ganjar meninggalkan relawannya terkena turun mengawal kasusnya pesan takut bersuara pemilu demokratis menakutkan no man left behind,Politik,34,2,0,3,2,2,34,12,1
bersamasama bergerak bersatu gerakan gam mendukung prabowo darijabar untukindonesia,Politik,30,0,3,0,9,6,30,4,4
anies salah 12 tentara tdk pny rumah 517 800 jt cyber attack 976429996x,Pertahanan dan Keamanan,40,0,0,8,0,40,4,2,2
bawaslu akui kesulitan dalami bansos berstiker prabowogibran,Politik,30,0,0,6,0,3,30,15,2
jokowi kepala negara aja cemooh mak banteng apalgi rakyat sungguh beda dgn sikap prabowo menghargai kalangan pedagang,Politik,35,2,1,1,7,7,35,3,0
tugas berat pasangan capres cawapres ganjar pranowo prof mahfud md tuntasin regulasi hukum investasi indonesia menggeliat,Ekonomi,23,0,23,0,3,6,24,0,0
saran makian goblok prabowo memenuhi unsur pidana dilaporkan berisik medsos dunia nyata hukumannya dijatuhkan rakyat terhormat ayo berisik pemimpin bersih amp beretika,Politik,37,0,4,1,1,5,37,4,4
video viral swingvoter golput berpindah mendukung amin download bagikan teman group wa mu momen dimana anies keadilan kesempatan rakyat,Politik,32,1,0,1,1,1,32,20,0
menhan prabowo habiskan rp 693 t 5 alutsista dibelinya,Politik,23,1,1,4,1,22,23,4,0
momen anies membaca sholawat asyghil jamaah batam dilanjutkan doa lupa disisipkan doa palestina semoga allah pertolongan,Sosial Budaya,7,1,0,9,0,1,37,7,1
anggap gw cengeng tp bener ngeliat kedekatan beliau warga kebijakannya berpihak dgn kesetaraan warga tu bkin hati lemah ditambah lg kalo relawan rela berjuang anies,Politik,26,8,0,7,0,4,26,11,0
anganangan memenangi pemilihan presiden putaran sulit sebulan jelang pencoblosan elektabilitas pasangan prabowo subiantogibran rakabuming raka kunjung tembus 50 persen presiden jokowi kian kentara mendukung prabowo anaknya permintaan jokowi kpu mengubah format debat muncul prabowo kalah telak debat ketiga pilpres ketidaknetralan jokowi dihentikan dikenang presiden terburuk reformasi,Politik,39,3,1,1,2,2,39,2,6
cak imin menyesalkan pembatalan izin desak anies negara demokrasi menyesalkan larangan hambatan proses sedemokratis,Politik,36,2,0,0,1,7,36,9,1
guru ngaji emg berjasa banget membentuk generasi taat agama sayang jarang banget diperhatikan pemerintah program gan,Politik,27,4,1,5,0,0,27,17,2
pendukungnya model spt uu ite senjata pembungkaman gak layak dipilih prabowogibran suram,Politik,40,1,0,6,2,3,40,2,2
mahfud md bercerita persahabatannya mendiang pendeta humprey berdua dian dialog iman gerakan didedikasikan persatuan kesatuan bangsa indonesia ganjar mahfud,Sosial Budaya,37,0,8,0,2,0,9,37,0
kunjungannya air bersih kenaikan air laut sembilan kelurahan jakarta utara perhatian serius prabowo subianto calon presiden nomor urut,Sumber Daya Alam,50,0,0,0,3,0,3,0,50
salah program amin anies hotline paris pelayanan pengacara gratis warga,Politik,36,4,3,0,1,0,36,10,2
pasangan capres cawapres ganjar pranowo mahfud md pemimpin memahami korupsi musuh rakyat,Ideologi,5,0,22,0,5,3,25,1,0
paslon 01 03 battle capres mantan gubernur dibattle susah resources jakarta resources jawa beda anies jabat resources tinggal ma,Sumber Daya Alam,4,9,0,0,1,2,36,4,4
harapan ganjar presiden rakyat simpul masyarakat ganjar pranowo mahfud md menciptakan keadilan kesejahteraan rakyatjn19a1x,Politik,35,0,15,1,4,0,35,1,0
foto anies amp aktivis sosok pemimpin matang rekam jejak instan pake jalur mk,Politik,35,5,0,6,1,0,35,7,2
jubir amin prabowo 4 kali podium ambisi capres nomor urut 02 prabowo subianto emosi ikuti via,Politik,40,0,0,0,7,1,40,1,7
suara bulat warga jatim mencerminkan keyakinan kemampuan ganjar memimpin negeri,Politik,42,4,2,1,3,3,42,1,0
anies baswedans campaign for change metode kampanye anies baswedan menarik perhatian media asing silakan simak liputan kampanye anies chanel news asia,Politik,31,0,0,4,0,1,31,20,0
ahy masyarakat aceh titipkan harapan prabowo subianto bpb pdemokrat agusyudhoyono s14p,Politik,37,4,0,5,0,8,37,1,1
ratusan alumni itb deklarasi dukung aniesmuhaimin,Politik,45,2,0,9,0,0,45,0,0
purwokerto pernyataan presiden kampanye amp anies diundang makan malam presiden bilang netral tolong jalankan,Politik,48,0,0,1,1,0,48,2,4
ganjarmahfud solusi cerdas menyelesaikan k3tahanan pangan indonesia kesejahteraan berlipat ganda indonesia makmur sentosa,Pertahanan dan Keamanan,5,6,10,0,1,5,33,1,0
hadirnya anies gubernur dki mengubah nasib warga pulau sebira plts suplai listrik perbaikan sekolah air bersih kapal cepat membantu memotong tempuh 25 jam meningkatkan kesejahteraan ekonomi warga,Ekonomi,8,5,8,5,0,3,19,14,2
percaya pasangan ganjar pranowo mahfud md menjamin kesejahteraan rakyatnya,Politik,43,0,9,0,4,0,43,0,0
indonesia adil manusiawi terwujud berkat komitmen prabowo buktinyata tiadahenti,Politik,40,3,2,2,2,5,40,2,0
jokowi presiden kampanye ngomong kayak gitu disamping paslon berkomeptisi asn foto pakai pose jari gak pimpinan tertinggi berstatmen gini bener anies etik,Politik,41,6,0,1,0,1,41,3,4
