text_cleaned,label,correct,Demografi,Ekonomi,Geografi,Ideologi,Pertahanan dan Keamanan,Politik,Sosial Budaya,Sumber Daya Alam,text
ganjar presiden rakyat capres nomor urut 3 ganjar pranowo rangkaian kampanye kota ruteng manggarai ntt jumat 2612024 kedatangannya ntt langsung bertemu uskup ruteng dialog kebangsaan rombongan 1320 wita langsung disambut uskup ruteng mgr siprianus hormat ganjar disambut prosesi adat manggarai kapu kendi ayam berwarna putih penyambutan,Politik,42,1,2,8,0,1,42,2,0,"RT Ganjar Presiden Rakyat Ã°ÂŸÂ¤ÂŸ Capres nomor urut 3 Ganjar Pranowo melakukan rangkaian kampanye di Kota Ruteng, Manggarai, NTT, Jumat (26/1/2024). Kedatangannya ke NTT langsung bertemu dengan Uskup Ruteng untuk melakukan dialog kebangsaan. @WiIw23FEm9fcv0aFHR7ev6n41S/b3cn3Qzcfy2PkZ0U= bersama rombongan tiba pukul 13.20 WITA. Dia langsung disambut oleh Uskup Ruteng Mgr Siprianus Hormat. Ganjar juga disambut dengan prosesi adat Manggarai, yakni Kapu. Selain itu, dia diberikan kendi dan ayam berwarna putih dalam penyambutan ini. [RE aan_muba]"
emak emak muslimat militan pendukung amin keren mak emang keren anies muhaimin dihati,Politik,38,4,2,1,1,1,38,9,0,RT Emak emak Muslimat militan pendukung AMIN. Keren mak... Kalian emang keren...!!! Tetap Anies - Muhaimin dihati #AMINAjaDulu https://t.co/l7BOirsP4e [RE BangPino__]
prabowo gibran warna kampanye politik cgi videotron,Politik,44,4,1,2,0,2,44,2,1,Prabowo Gibran memberikan warna baru dalam kampanye politik dengan CGI dan Videotron. #KampanyeKreatif02 #PrabowoGibran2024 #02MenangSatuPutaran #BersamaIndonesiaMaju #MenataMasaDepan
paslon 03 ganjar pranowo calon pemimpin peduli petani kuota pupuk ditambah pertanian bagus,Sumber Daya Alam,7,0,31,0,0,0,17,1,7,"Paslon 03, Ganjar Pranowo, calon pemimpin yang peduli sama petani! Kuota pupuk ditambah buat pertanian yang lebih bagus. #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK https://t.co/MbKYOxiW8N"
fokus keberlanjutan anies baswedan berkomitmen memperbaiki jalan nasional teknologi ramah lingkungan,Sumber Daya Alam,4,1,1,0,3,2,37,8,4,"@AFHhQAhKZysmYAAZ+kGhahfxf5ebR+mGxFoBFGJ3Xfw= @SxhUBqKdqb4wGhdvuo5Kwe/Ys87hgKVmfYrhHMd+KW0= Dengan fokus pada keberlanjutan, Anies Baswedan berkomitmen untuk memperbaiki jalan nasional dengan menggunakan teknologi yang ramah lingkungan."
lakukan riset 3 paslon dokter tirta umumkan dukung anies pilpres 2024,Politik,47,3,1,0,3,1,47,1,0,"RT Lakukan Riset Sendiri terhadap 3 Paslon, Dokter Tirta Umumkan Dukung Anies di Pilpres 2024 https://t.co/819oxSnTlo [RE geloraco]"
petani desa wilalung demak membahas pupuk bersubsidi langka pasaran kuotanya dikurangi pemerintah ganjar mahfud berkomitmen menambah kuota pupuk bersubsidi membangun pabrik pupuk memenuhi kebutuhan petani,Politik,9,4,27,4,0,6,9,3,3,RT Bersama petani Desa Wilalung Demak kita membahas mengapa pupuk bersubsidi sering langka di pasaran. Ternyata ini terjadi karena kuotanya dikurangi pemerintah. Ganjar Mahfud berkomitmen menambah kuota pupuk bersubsidi dan akan membangun tiga pabrik pupuk untuk memenuhi kebutuhan petani. #GanjarMahfud2024 [RE ganjarpranowo]
keterangan anies temui sultan hb x yogyakarta restu pilpres 2024,Politik,42,5,0,4,0,1,42,4,0,"[FULL] Keterangan Anies usai Temui Sultan HB X Yogyakarta, Minta Restu Pilpres 2024? https://t.co/zfaEJnmBZw"
pengasuh ponpes madura ajak masyarakat dukung anies baswedan,Politik,43,2,1,0,0,0,43,9,1,RT Pengasuh Ponpes di Madura Ini Ajak Masyarakat Dukung Anies Baswedan https://t.co/bq9lNdhlVG [RE kba_news]
anies ganjar ngelawan prabowo kalo prabowo pelanggaran massif gak anies ganjar melawan jokowi jokowi gibran enteng bolak melanggar kek gini bawaslu gak berani kpu gak berani polisitni gak berani dpr mesti makzulkan jokowi,Politik,46,1,1,0,2,2,46,4,0,"RT Anies dan Ganjar tidak sedang ngelawan Prabowo.. Kalo Prabowo, pelanggaran massif begini gak akan terjadi. Anies dan Ganjar sedang melawan Jokowi. Karena Jokowi lah, Gibran enteng dan bolak balik melanggar kek gini. Bawaslu gak akan berani. KPU gak akan berani. Polisi-TNI gak akan berani. DPR mesti makzulkan Jokowi. [RE muchlis_ar]"
tujuan pemberangkatan satgas mengirimkan 240 ton bantuan kemanusiaan rakyat terdampak akibat konflik wilayah gaza palestina amanat prabowo menyalami personel bertugas,Pertahanan dan Keamanan,9,0,0,6,6,9,28,5,2,"Tujuan pemberangkatan Satgas ini adalah untuk mengirimkan 240 ton bantuan kemanusiaan bagi rakyat yang terdampak akibat konflik yang terjadi di wilayah Gaza, Palestina. Usai memberikan amanat, Prabowo kemudian menyalami para personel yang akan bertugas."
wawancara01 nairn prabowodia anak kesayangan as amp mengakui bhw teman baikdngn us kol george bensonyang dgn elemen abri operasi cia utk mengusir pressoekarno 1960an,Politik,18,5,0,6,0,3,18,22,2,"RT ""Ketika wawancara'01 Nairn ke Prabowo,dia mengatakan 'Saya merupakan anak kesayangan AS' &amp; mengakui bhw dirinya 'teman sangat baik'dngn US DIA terutama Kol George Benson,yang bekerja dgn elemen ABRI dalam operasi CIA utk mengusir PresSoekarno pada 1960an"" https://t.co/L7X30jD1vC [RE AllanNairn14]"
terbongkar prabowo niatan gandeng anies cawapres ditolak,Politik,51,1,1,0,2,0,51,1,0,RT Terbongkar! Ternyata Prabowo Pernah Punya Niatan 'Gandeng' Anies Jadi Cawapres Tapi Ditolak https://t.co/m7A32gtnyt [RE democrazymedia]
timnas amin polisi usut pengancam bunuh anies baswedan,Pertahanan dan Keamanan,38,2,0,5,0,38,7,4,0,RT Timnas AMIN Minta Polisi Usut Pengancam Bunuh Anies Baswedan https://t.co/WN4aPLCrwL [RE kba_news]
capres cawapres ganjar pranowo mahfud md mari bersamasama wujudkan mimpi nelayan tenggelam hutang,Politik,34,1,19,1,0,0,34,1,0,"Capres Cawapres Ganjar Pranowo dan Mahfud MD, mari bersama-sama kita wujudkan mimpi nelayan yang hampir tenggelam dalam hutang! #NelayanMimpi #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK https://t.co/ZJhaw5gWkM"
anies baswedan revisi uu kpk terpilih presiden ri,Politik,45,0,0,0,3,1,45,1,6,"RT Anies Baswedan Ingin Revisi UU KPK, Jika Terpilih Jadi Presiden RI https://t.co/Wf8RFvXK1X #Pemilu [RE liputan6dotcom]"
nelayan jateng merasakan manfaat langsung bantuan pemerintah subsidi program ganjar berpihak rakyat rencana ganjarmahfud kedepan menghapus kredit macet nelayan,Politik,26,4,22,0,0,0,26,3,1,"RT Hingga kini hanya Nelayan Jateng yang merasakan manfaat langsung dari bantuan pemerintah, mereka mendapat subsidi lewat program Ganjar yang berpihak pada rakyat kecil. Rencana Ganjar-Mahfud kedepan adalah menghapus kredit macet nelayan. #SahabatGanjar https://t.co/2WJtBzz8xH [RE ex_AnakLolina]"
menhan melepas kapal rs kri dr radjiman wedyodiningrat 992mengirim bantuan kemanusiaan gaza 214 prajurit tni al satgas port visit mesir 2024 damailah palestina,Pertahanan dan Keamanan,16,0,0,7,2,16,22,3,6,"RT Menhan #Prabowo melepas kapal RS KRI dr. Radjiman Wedyodiningrat - 992,mengirim bantuan kemanusiaan ke Gaza Ada 214 prajurit TNI AL dalam Satgas Port Visit Ke Mesir 2024 ini Damailah Palestina https://t.co/ALTP2ig77I [RE BANGSAygSUJUD]"
kepala kepolisian negara republik indonesia selamat lahir ke101 nahdlatul ulama nu memacu kinerja mengawal kemenangan indonesia kapolri jenderal polisi drs listyo sigit prabowo,Politik,24,1,1,5,6,12,24,6,1,"Kepala Kepolisian Negara Republik Indonesia Mengucapkan Selamat Hari Lahir Ke-101 Tahun Nahdlatul Ulama (NU) Memacu Kinerja, Mengawal Kemenangan Indonesia Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/p3d8BiM4AI. https://t.co/0nFgOkDQZY"
anies dianggap arogan menyerang sisi personal prabowo ketahuilah dimiliki prabowo sesungguhnya publik ketidakadilan prabowo menguasai 340 rb ha lahan dg status hgu krisis lahan dialami petani akibat alih fungsi lahan akibat dikuasai segelintir elite negara lahan faktor produksi petani efek krisis lahan berdampak krisis pangan visimisi prabowogibran mengungkit ekonomi pancasila prabowo mencerminkan ekonomi pancasila gambar ideas,Ekonomi,44,1,44,2,0,3,1,4,1,"RT Jika Anies dianggap arogan dan menyerang sisi personal Prabowo. Ketahuilah, bahwa masalah yang dimiliki Prabowo sekarang sesungguhnya adalah masalah publik. Ini adalah masalah ketidakadilan. Prabowo menguasai 340 rb ha lahan dg status HGU. Sementara krisis lahan dialami oleh para petani kita akibat banyak sekali alih fungsi lahan, termasuk akibat dikuasai oleh segelintir elite negara ini. Padahal, lahan adalah faktor produksi penting, apalagi bagi petani. Efek dari krisis lahan ini bisa berdampak pada krisis pangan. Visi-misi Prabowo-Gibran mengungkit soal Ekonomi Pancasila. Sementara apa yang dilakukan Prabowo justru sama sekali tidak mencerminkan Ekonomi Pancasila. Gambar: IDEAS [RE GradyNagara]"
anies baswedan pemimpin dirindukan rakyatnya solusi pj heru bikin rakyat dijadikan musuh pemimpin penghalang rakyatnya sejahtera maklum gubernur giv,Politik,38,4,5,5,0,1,38,2,1,"@/5XOzWcdt2T5q2el1IBVxhKNYToid9QOCBd+MHDo518= Anies Baswedan pemimpin yang dirindukan rakyatnya. Memberi solusi. Sementara PJ Heru bikin masalah, rakyat dijadikan musuh. Bukannya jadi pemimpin malah jadi penghalang rakyatnya sejahtera. Maklum gubernur giv"
solusi ganjar pranowo utang akibat pembelian alutsista kesetaraan pengelolaan keuangan negara semangat mewujudkan ideide positif ganjar pranowo merakyat,Politik,36,2,7,0,8,3,36,0,0,Solusi Ganjar Pranowo terhadap masalah utang akibat pembelian alutsista menunjukkan kesetaraan dalam pengelolaan keuangan negara Semangat untuk terus mewujudkan ide-ide positif . Ganjar Pranowo - Hanya dia yang betul merakyat dan #GanjarPresidenRakyat #GanjarMahfud2024 #Coblos3 https://t.co/z2XZiekqk8
pasangan capres cawapres ganjar pranowo prof mahfud md komitmen bikin regulasi hukum mendukung perkembangan investasi indonesia,Ekonomi,55,0,55,0,1,0,0,0,0,"Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD, komitmen untuk bikin regulasi hukum yang mendukung perkembangan investasi di Indonesia.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/RkR256cXBw"
sedih banget warga kampung bayam sampe ngadu langsung anies acara sampe nangis si ngadunya anies bilang sabar ya dikuatkan temen2nya patah semangat tinggal sebulan sabar ya trus dicium jidatnya si ngadu,Sosial Budaya,13,5,1,3,0,0,32,13,2,"RT @dgmS9XoN4XZqjKOB3Oz5cLm7EhQe8HOcMexua0EMvJY= @d2Y7MeORsoQ7PNVKD7fRRTf5pK6pwT9dcyMayq83F4Q= @dWIBVdXODzZKvhW6uwsp+9n5dYc+xc8WHu/5hWjXkM0= Sedih banget, warga kampung bayam sampe ngadu langsung ke Pak Anies di acara #NakesDesakAnies Sampe nangis si bapak yang ngadunya. Pak Anies bilang, sabar ya, dikuatkan temen2nya jangan Patah semangat, Tinggal sebulan lagi, sabar ya. Trus dicium jidatnya si Bapak yg ngadu. Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­ [RE Ichsaaannnnn]"
ssttt tau khan abah anies orang indonesia anggota dewan universitas oxford bonafid,Politik,34,2,3,1,0,1,34,14,1,"RT Ssttt....!!! Ã°ÂŸÂ¤Â«Ã°ÂŸÂ¤Â« Kalian belum tau khan, kalau abah Anies adalah orang Indonesia pertama yg menjadi anggota dewan Universitas Oxford yg bonafid itu??? https://t.co/3UimLRswXw [RE toe_giman]"
dukungan ganjarmahfud dipicu keyakinan memprioritaskan pembangunan ekonomi merata daerah,Ekonomi,23,6,23,0,0,4,21,1,1,@yHtHT/DoFWpIrz3E2EaEv1ZDeUHpWuIwwzuxzpKn+XI= Dukungan saya terhadap Ganjar-Mahfud dipicu oleh keyakinan bahwa mereka akan memprioritaskan pembangunan ekonomi yang merata di berbagai daerah
prabowogibran membangun indonesia emas kebanggaan pakbowomasgib yangterbaik,Politik,45,4,0,3,1,1,45,2,0,"Bersama Prabowo-Gibran, kita akan membangun Indonesia emas yang menjadi kebanggaan kita semua. #YukSemuaPilih02 PakBowoMasGib YangTerbaik https://t.co/8nkJ9A0X2H"
kedekatan anies anak didik menciptakan iklim belajar menghargai perbedaan merayakan k,Sosial Budaya,25,2,0,7,0,2,19,25,1,@wxiOQZo0x38fctVsPWANTaLRlFetNbq935XQk0t2SyA= Kedekatan Pak Anies dengan anak didik menciptakan iklim belajar yang menghargai perbedaan dan merayakan kÃƒÂ¢Ã‚â‚¬Ã‚Â¦ https://t.co/62P65mvjwA
asik milih capres ganjar pranowo mas bowo anies baswedan deh visi misinya banget bawa indo arah kerenorq23ae,Politik,45,0,5,3,2,0,45,1,0,"Lebih asik milih Capres Ganjar Pranowo daripada Mas Bowo dan Anies Baswedan, deh. Visi dan misinya jelas banget buat bawa Indo ke arah yang lebih keren.ORq23-Ae #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #TabrakProf https://t.co/znsijAOdKq"
dikuasai asing prabowo mengelola haha narasinya disetir sentimen nasionalisme sempit seakanakan penguasaan tanah skala asingwni akar struktur kelas agraria timpang,Politik,32,0,0,7,2,2,32,9,4,"RT ""Daripada dikuasai asing, lebih baik Prabowo yang mengelola"" Haha, narasinya jadi disetir ke sentimen nasionalisme sempit. Seakan-akan penguasaan tanah skala besar itu soal asing/WNI Padahal akar masalahnya soal struktur kelas dan agraria yang timpang [RE Mythicalforest]"
prabowo aja import lo kalo gak india ya australia udah beras import bawang import skrg susu import menambah income negara tp seneng ngasih duit negara men,Ekonomi,0,1,0,0,11,4,28,11,1,"@Hr2A9wK1DDWJA5PvjWGweZHCT9U0j14JIS2aSYl5i4A= Prabowo aja mau import lo pak, kalo gak di india ya australia. Udah beras import, bawang import, skrg susu import. Bukannya menambah income negara sendiri tp malah seneng ngasih duit ke negara lain. Itulah men"
bawaslu nilai umpatan prabowo masuk pidana pemilu klik baca bawaslu kayak pengamat ya ditindak ngancem kacau,Politik,38,0,1,4,2,4,38,4,3,"RT Bawaslu Nilai Umpatan Prabowo Bisa Masuk Pidana Pemilu Klik untuk baca: https://t.co/NNa2q5QMXA Bawaslu kok kayak pengamat? Kalau memang benar, ya ditindak dong. Masa cuma ngancem? Kacau! [RE Reiza_Patters]"
yuk jaga tps yukk anies cak imin menyelamatkan suara rakyat perubahan anies doain istiqomah amanah,Politik,40,4,0,1,0,3,40,8,0,"RT Yuk jaga TPS yukk! Bukan untuk Anies bukan untuk Cak Imin, tapi menyelamatkan suara rakyat yang menginginkan perubahan. Anies : Cukup do'ain saya istiqomah dan amanah! https://t.co/1ZtdGikjNx [RE BosPurwa]"
anies kritik pembelian alutsista bekas soroti aset prabowo visimisi debat _____ capres nomor urut 1 anies baswedan capres nomor urut 2 prabowo subianto capres nomor urut 3 ganjar pranowo mengikuti debat ketiga pilpres 2024 minggu 712024 istora senayan jakarta anies menyoroti cyber attack tppo narkoba food estate aset dimiliki prabowo visi misi simak selengkapnya video temukan informasi terbaru kanal youtube kompastv,Politik,35,0,0,2,3,12,35,1,3,"RT Anies Kritik Pembelian Alutsista Bekas hingga Soroti Aset Prabowo saat Sampaikan Visi-Misi di Debat _____ Capres Nomor Urut 1 Anies Baswedan, Capres Nomor Urut 2 Prabowo Subianto, dan Capres Nomor Urut 3 Ganjar Pranowo mengikuti debat ketiga Pilpres 2024 pada Minggu (7/1/2024) di Istora Senayan, Jakarta. Anies sempat menyoroti soal cyber attack, TPPO, narkoba, food estate, hingga aset yang dimiliki Prabowo saat menyampaikan visi dan misi. Simak selengkapnya video berikut ini, dan temukan juga berbagai informasi terbaru lainnya hanya di https://t.co/PD51EQQXTz atau Kanal Youtube KompasTV #DebatCapres #Pemilu2024diKompasTV [RE KompasTV]"
satpol pp jakarta dikenal kejam menjaga makmur menindas cilik era anies satpol pp diarahkan menegakkan peraturan tenang cilik anies cilik,Sosial Budaya,10,0,0,11,0,7,28,10,0,"RT Satpol PP di Jakarta dulu dikenal kejam: menjaga yang makmur, menindas wong cilik. Era Anies, satpol PP diarahkan untuk menegakkan peraturan dan memberikan rasa tenang pada wong cilik. Anies bersama wong cilik! #UmatIslamPilihAMIN #UmatIslamPilihAMIN https://t.co/PKDEfeBbjE [RE MichelAdam7__]"
adi menginformasikan isu utama kampung sulitnya air bersih naiknya air laut prabowo subianto,Sumber Daya Alam,48,0,0,2,0,4,0,2,48,Adi menginformasikan bahwa isu utama di kampung mereka adalah sulitnya mendapatkan air bersih dan masalah naiknya air laut. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto
manfaat evaluasi pasal karet uu ite ganjar pranowo meningkatkan demokrasi,Politik,29,1,16,3,2,5,29,0,0,Manfaat evaluasi pasal karet UU ITE yang akan dilakukan Ganjar Pranowo : Meningkatkan demokrasi. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/5O15S9jHqr
bro keren bgt anies bilang kalo suami dpt cuti melahirkan 40 nemenin istri ngurus mukjizat tuhan anak bareng bareng,Sosial Budaya,14,9,0,5,1,1,21,14,5,RT bro keren bgt pak anies bilang kalo pak suami juga harus dpt cuti melahirkan 40 hari supaya bisa nemenin istri + ngurus mukjizat dari tuhan (anak) bareng bareng Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­ https://t.co/kzQCFMKQ6C [RE zizuambis]
nama programnya aja udah keren 10 juta hunian gak pusing mikirin rumahpilih ganjar pranowo mahfud md 2024,Politik,37,5,11,0,1,0,37,0,2,"Nama programnya aja udah keren, kan? 10 Juta Hunian, gak usah pusing lagi mikirin rumah!pilih Ganjar Pranowo - Mahfud MD di 2024.#GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK https://t.co/bymarR5i3l"
ganjar pranowo harapan kepastian perlindungan pekerja migran,Politik,41,0,9,0,3,0,41,3,0,"Ganjar Pranowo bukan hanya memberikan harapan, tapi juga memberikan kepastian dan perlindungan bagi pekerja migran.#GanjarHarapan #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/G4hcUc6QP3"
probowo no more anies forever,Politik,45,0,1,0,3,1,45,3,3,@BeXMJYHMuIGuTJwZaGAiGBdrrhFS50ddPV3c3ktO7lM= Probowo No More... Anies Forever... https://t.co/mb8cpR275X
ganjar mahfud perhatian serius kesejahteraan tnipolri membuktikan komitmen keamanan p3rtahanan negara,Pertahanan dan Keamanan,17,1,5,0,10,17,21,1,1,"Ganjar Mahfud memberikan perhatian serius terhadap kesejahteraan TNI/Polri, membuktikan komitmen mereka pada keamanan dan P3rtahanan negara. @HL3Bn3fPJOD/KxVZhEREl8w7aDAiRH4uazcP5qikr3o= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/YNccv2NkYk"
investorfriendly approach pasangan capres cawapres ganjar pranowo prof mahfud md md bersatu menciptakan regulasi hukum mendukung pertumbuhan investasi,Ekonomi,49,0,49,0,0,2,5,0,0,Investor-friendly approach! Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD MD bersatu untuk menciptakan regulasi hukum yang mendukung pertumbuhan investasi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK
kemhan era prabowo dipuji asing dicemooh ganjar anies,Politik,50,0,0,2,0,0,50,3,1,"RT Kemhan di Era Prabowo, Dipuji Asing tapi ""Dicemooh"" Ganjar dan Anies https://t.co/EaNP8JGb3b [RE Ndons_Back]"
errr gmn ya udh jelas2 curang penjahat ham aja dipilih dijulidin blm lg main uu ite sekelas ganjar anies dilaporin gmn ga bnci tinggal indon gara2 kelakuan,Politik,33,6,1,10,0,2,33,4,0,"Errr gmn ya. Udh jelas2 curang, penjahat HAM masih aja dipilih. Jelas dijulidin Ã°ÂŸÂ™Â‚ blm lg kalian main UU ITE. Sekelas pak ganjar dan pak anies dilaporin. Gmn ga makin bnci tinggal di indon gara2 kelakuan kalian"
wakil ketua tpn ganjarmahfud andika perkasa kronologi komandan kodim 0724 boyolali terkait penganiayaan oknum tni relawan boyolali menurutnya pernyataan sesuai kejadian video aksi penganiayaan andika menyebut salah pernyataan sesuai kesalahpahaman,Pertahanan dan Keamanan,48,0,0,5,0,48,2,1,0,"RT Wakil Ketua TPN Ganjar-Mahfud Andika Perkasa mengatakan kronologi yang disampaikan Komandan Kodim 0724 Boyolali terkait penganiayaan oleh oknumÃ‚ TNIÃ‚ terhadap relawan di Boyolali tidak tepat. Menurutnya, ada beberapa pernyataan yang tidak sesuai dengan kejadian yang terlihat di video saat aksi penganiayaan terjadi. Andika menyebut salah satu pernyataan yang tidak sesuai adalah soal adanya kesalahpahaman antara dua pihak. #GanjarMahfud2024 #GanjarMahfudM3nang #L3bihbaik [RE triwul82]"
upaya menekan angka stunting indonesia caprescawapres nomor urut ganjarmahfud berkomitmen uang saku kader posyandu upaya ganjarmahfud mensejahterakan masyarakat indonesia,Sosial Budaya,1,0,0,0,5,6,36,1,8,"Dalam upaya menekan angka stunting di Indonesia, Capres-cawapres nomor urut tiga, Ganjar-Mahfud, berkomitmen memberikan uang saku kepada kader Posyandu. Semua ini menjadi bagian dari upaya Ganjar-Mahfud untuk mensejahterakan masyarakat Indonesia. https://t.co/59hqEG2xAU"
imbas gampang kebawa emosi d manfaatkan anies tenaga udah ngosngosan d gitu injury time kena canon ball dr ganjar auto icu omonomon kolot bin usang bangsa amp negara rela msh aja,Politik,30,3,2,7,4,7,30,3,0,"RT @UVHl/qCSTYYtg+XCybsBzGjMcd6jZdtmfUw7XK4hYvg= Imbas gampang kebawa emosi d manfaatkan Anies, tenaga udah ngos-ngosan d awal, gitu injury time kena canon ball dr ganjar auto ICU Omon-omon, kata"" kolot bin usang (demi bangsa &amp; negara saya rela) msh aja keluar Ã°ÂŸÂ˜Âª [RE J4ckPippo]"
umumkan dukung aniesmuhaimin janji dr tirta amin menang pilpres 2024,Politik,43,4,1,1,0,0,43,6,1,"RT Umumkan Dirinya Dukung Anies-Muhaimin, Ini Janji dr Tirta Jika AMIN Menang Pilpres 2024 https://t.co/fpO1MJErsw [RE geloraco]"
emang sih milih abuabu klo udah ganjar pranowo udah bersih catatan buruk,Politik,39,4,6,0,5,0,39,2,0,"Lah, emang kenapa sih harus milih yang masih baru dan abu-abu, klo udah ada Ganjar Pranowo yang udah bersih dan enggak punya catatan buruk di masa lalu?#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/2DPKH7UTAP"
ngaku dukung 01 kantor langsung karyawan nyeletuk ngapain dukung 01 tau ga anies dipecat menteri beberin kejelekan anies ngeliat ngotot dukung 01 bilang emang pendukung 01 mah keras susah dibilangin,Politik,38,4,0,0,1,0,38,13,0,"RT Aku ngaku dukung 01 di kantor langsung ada karyawan yg nyeletuk, ""Ngapain dukung 01?! Tau ga Anies dulu dipecat jadi menteriÃ¢Â€Â”"" terus dia beberin segala kejelekan Anies. Ngeliat aku masih ngotot dukung 01 dia bilang, ""Emang pendukung 01 mah keras. Susah dibilangin."" Lah Ã°ÂŸÂ¥Â² [RE Nightshadeness]"
ganjar pranowo mahfud md pemimpin hati rakyat yuk pilih pilpres 2024 baikorc23ag,Politik,43,0,11,0,2,0,43,0,0,"Ganjar Pranowo Mahfud MD, pemimpin yang selalu dekat dengan hati rakyat. Yuk, pilih mereka di Pilpres 2024 untuk masa depan yang lebih baik.-ORc23-Ag #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #TabrakProf https://t.co/BxRIijZ3Ry"
prabowo refleksi keadilan warga jabar,Politik,40,4,0,0,5,3,40,4,0,"Prabowo, refleksi keadilan yang diinginkan oleh warga Jabar. https://t.co/ToyhylRbkw"
mafia emang diberantas ganjar mahfud hebat ayahbowo adalahkita,Politik,38,1,8,0,0,2,38,5,2,MafiaÃ‚Â² seperti ini emang harus diberantas pak Ganjar Mahfud Hebat #Coblos3 #3GM #DuluJokowiSekarangGanjar ayahbowo adalahkita Ã°ÂŸÂ¦Â¹Ã¢Â€ÂÃ¢Â™Â‚Ã¯Â¸Â https://t.co/bqehF4d1vB
yth ramai berita menyoroti kekurangan rumah anggota tni berkenan kirim dokumen riset fs rumah susun pancasila rumah susun mencerminkan kerukunan keberagaman ekonomi mandiri pendidikan pertahanan keamanan pendekatan sosial kemasyarakatan rumah susun idealnya dibangun wilayah wilayah perbatasan komposisi penghuni tni polri tokoh agama guru incoming property with integrated farming dipadukan unsur pertahanan keamanan,Sumber Daya Alam,46,0,0,5,0,5,0,0,46,"RT YTH pak @3Lwfm272Fzksn81fbbgiGeFL6S+E3pUvblGtJFDG8/c= Ramai berita menyoroti tentang kekurangan rumah bagi anggota TNI. Jika bapak berkenan saya bisa kirim dokumen riset dan FS tentang rumah susun Pancasila. Rumah susun yang mencerminkan kerukunan, keberagaman, ekonomi mandiri, pendidikan dan juga pertahanan keamanan dengan pendekatan sosial kemasyarakatan. Rumah susun yang idealnya dibangun di wilayah wilayah perbatasan, dengan komposisi penghuni yang terdiri dari TNI, Polri, Tokoh Agama, Guru. Incoming Property with integrated farming yang dipadukan dengan unsur pertahanan dan keamanan. [RE MinmonPS7]"
ganjar presiden rakyat capres nomor urut 3 ganjar pranowo rangkaian kampanye kota ruteng manggarai ntt jumat 2612024 kedatangannya ntt langsung bertemu uskup ruteng dialog kebangsaan rombongan 1320 wita langsung disambut uskup ruteng mgr siprianus hormat ganjar disambut prosesi adat manggarai kapu kendi ayam berwarna putih penyambutan,Politik,42,0,0,2,2,3,42,5,2,"RT Ganjar Presiden Rakyat Ã°ÂŸÂ¤ÂŸ Capres nomor urut 3 Ganjar Pranowo melakukan rangkaian kampanye di Kota Ruteng, Manggarai, NTT, Jumat (26/1/2024). Kedatangannya ke NTT langsung bertemu dengan Uskup Ruteng untuk melakukan dialog kebangsaan. @jqj8oViWdYmDib0HWjEt+0YcfIyNvbdSy2I+LzfumuY= bersama rombongan tiba pukul 13.20 WITA. Dia langsung disambut oleh Uskup Ruteng Mgr Siprianus Hormat. Ganjar juga disambut dengan prosesi adat Manggarai, yakni Kapu. Selain itu, dia diberikan kendi dan ayam berwarna putih dalam penyambutan ini. [RE aan_muba]"
melanjutkan konsolidasi relawan prabowo gibran indramayu membangun semangat menang putaran,Politik,44,0,1,0,0,1,44,9,1,"RT Melanjutkan konsolidasi Relawan Prabowo - Gibran di Indramayu, membangun semangat menang satu putaran. https://t.co/TDKo6pLehf [RE akang_hero]"
nakes desak anies pr negara utk menghadirkan kesehatan berkualitas warga pelayanan kesehatan seringkali negara memposisikan nakes sbg dikorbankan nama kepentingan rakyat nakes rakyat desak anies utk menghadirkan kesehatan adil utk rakyat adil utk nakes,Sosial Budaya,44,1,0,0,3,2,5,44,1,"RT Ã¢ÂšÂ•Ã¯Â¸Â NAKES DESAK ANIES Ã¢Âš Ã¯Â¸Â Masih banyak PR negara utk menghadirkan kesehatan yg berkualitas bagi seluruh warga. Dalam pelayanan kesehatan, seringkali negara memposisikan nakes sbg pihak yg bisa dikorbankan atas nama kepentingan rakyat, padahal nakes juga rakyat. Saatnya kita Desak Anies utk menghadirkan KESEHATAN yg adil utk rakyat & adil utk nakes. #NakesDesakAnies [RE berlianidris]"
